StateName,StateFIPS,PUMA,Counties Within PUMA,PumaState,uninsured_total,uninsured_percent,FoodStamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
New York,36,4008,Kings County (part),3604008,14925,11.7,25.4,14.9,27.2,14.7%,29.9%,13.3%,60.0%,28.1%,12.0%,54.7%,45.3%,26.1%,32.8%,38.6%,5.2%,52.4%,3.3%,0.0%,0.0%,0.5%,6.1%,56.9%,0.0%,2.8%,4.1%,14.2%,6.3%,12.3%,7.9%,3.9%,2.9%,18.2%,72.1%,9.8%,13.2%,81.6,15.3,0.0,0.0,0.0,0.0,0.0,3.2,1.7,Bengali
New York,36,4009,Kings County (part),3604009,15423,8.8,18.1,8.5,26.3,25.2%,25.8%,14.2%,59.3%,35.4%,5.3%,58.2%,41.8%,21.7%,19.9%,13.6%,9.0%,69.7%,5.6%,0.0%,0.0%,2.2%,2.5%,62.0%,0.0%,6.6%,1.9%,24.2%,9.5%,18.1%,4.9%,4.0%,8.3%,11.4%,77.1%,11.5%,11.3%,84.0,6.1,2.5,0.0,0.0,0.0,0.9,6.4,4.7,French Creole
New York,36,4010,Kings County (part),3604010,17027,15.6,15.5,11.0,22.3,16.6%,37.8%,12.3%,45.7%,45.0%,9.3%,48.0%,52.0%,15.1%,25.7%,5.9%,2.8%,86.6%,1.1%,0.0%,0.0%,3.6%,1.6%,71.1%,0.0%,7.4%,4.6%,13.3%,12.6%,19.9%,3.7%,8.5%,6.0%,18.9%,61.9%,19.1%,3.4%,94.1,0.8,0.2,0.0,0.0,0.0,0.0,5.0,2.6,French Creole
New York,36,4011,Kings County (part),3604011,13029,13.6,21.2,4.5,25.4,29.8%,25.7%,14.6%,50.5%,40.8%,8.6%,57.2%,42.8%,13.5%,19.9%,6.2%,5.3%,83.9%,2.4%,0.0%,0.0%,2.2%,2.7%,67.2%,0.0%,10.4%,1.4%,18.6%,11.4%,21.5%,4.3%,10.5%,4.1%,14.1%,68.2%,17.6%,7.6%,86.1,3.1,0.0,0.0,0.0,0.0,0.0,10.8,8.9,French Creole
New York,36,4012,Kings County (part),3604012,24562,19.3,24.2,7.0,20.2,28.0%,37.2%,7.6%,52.7%,42.3%,5.0%,66.6%,33.4%,35.4%,34.1%,53.5%,14.4%,3.2%,28.1%,0.0%,0.0%,0.7%,3.0%,79.5%,0.3%,10.5%,8.8%,11.9%,9.2%,7.3%,22.8%,7.4%,1.6%,43.0%,40.2%,16.8%,44.8%,43.4,28.1,20.2,1.8,0.2,0.0,0.0,6.4,1.4,Czech
New York,36,4013,Kings County (part),3604013,10707,9.7,13.9,5.9,19.0,15.6%,48.1%,11.4%,39.6%,37.7%,22.7%,58.3%,41.7%,29.3%,24.6%,19.8%,39.5%,2.0%,36.0%,0.0%,2.7%,0.0%,4.9%,78.5%,1.0%,2.6%,3.6%,23.2%,14.9%,13.9%,15.5%,6.7%,3.1%,18.2%,49.7%,32.1%,24.6%,64.0,5.6,13.2,5.8,0.0,0.5,0.7,10.2,3.0,Bengali
New York,36,4014,Kings County (part),3604014,13256,9.6,24.4,13.8,20.6,25.7%,26.5%,13.3%,51.4%,37.9%,10.7%,58.1%,41.9%,31.7%,33.0%,38.3%,42.6%,4.5%,13.4%,0.0%,0.0%,1.1%,0.6%,75.1%,0.0%,7.2%,3.5%,15.5%,8.3%,7.0%,12.9%,8.4%,5.8%,34.7%,45.1%,20.1%,46.1%,46.5,27.0,7.6,0.0,0.0,0.0,4.8,14.1,3.5,Other Asian languages
New York,36,4015,Kings County (part),3604015,19481,14.1,25.7,12.4,23.3,23.3%,29.2%,11.8%,55.9%,36.3%,7.7%,59.3%,40.7%,27.0%,35.1%,25.5%,29.1%,31.1%,12.7%,0.0%,0.0%,1.6%,1.0%,71.9%,0.0%,3.1%,2.9%,16.7%,9.7%,22.6%,9.6%,4.2%,6.4%,11.7%,64.3%,23.9%,26.3%,66.3,9.1,1.3,5.8,0.0,0.0,6.0,11.4,3.8,Other Asian languages
New York,36,4016,Kings County (part),3604016,10516,9.1,14.0,7.7,14.0,20.4%,43.2%,14.7%,45.0%,39.5%,15.5%,56.0%,44.0%,45.3%,29.0%,16.3%,57.7%,0.2%,25.8%,0.0%,0.0%,0.0%,2.3%,77.7%,1.3%,8.3%,5.3%,20.5%,8.0%,16.4%,13.6%,4.5%,3.4%,20.9%,47.2%,32.0%,23.3%,62.9,9.3,6.4,3.0,0.0,0.3,12.1,6.1,1.7,Turkish
New York,36,4017,Kings County (part),3604017,20667,14.4,17.5,6.3,15.4,29.3%,38.9%,10.1%,42.5%,48.4%,9.1%,60.0%,40.0%,42.4%,28.3%,21.4%,38.3%,2.5%,37.4%,0.0%,0.0%,0.4%,1.3%,82.3%,0.0%,10.6%,4.5%,23.5%,9.0%,7.6%,14.5%,4.7%,1.3%,33.2%,52.1%,14.7%,44.4%,46.2,14.3,27.5,0.0,0.0,0.0,6.0,6.0,3.4,Ukrainian
New York,36,4018,Kings County (part),3604018,11872,15.9,28.5,8.6,18.0,20.7%,38.3%,14.4%,42.0%,33.8%,24.2%,61.5%,38.5%,36.0%,23.7%,11.9%,53.7%,23.1%,11.2%,0.0%,0.0%,0.0%,4.3%,78.2%,0.0%,6.7%,5.0%,18.4%,14.3%,17.3%,5.7%,6.5%,5.3%,10.1%,67.1%,22.8%,34.1%,59.5,4.0,6.6,0.0,0.0,0.0,24.3,5.6,2.2,French
New York,36,4101,Queens County (part),3604101,29444,20.9,14.6,5.2,21.1,28.7%,29.7%,15.3%,44.9%,42.2%,12.9%,55.6%,44.4%,26.2%,20.1%,30.8%,47.1%,5.4%,14.3%,0.0%,0.0%,2.3%,7.4%,78.9%,0.9%,4.4%,3.0%,18.1%,16.7%,12.2%,20.8%,5.5%,4.0%,18.9%,52.0%,29.1%,13.2%,66.1,17.6,0.8,2.7,0.0,0.0,0.8,12.0,2.0,Bengali
New York,36,4102,Queens County (part),3604102,41788,29.8,22.1,5.7,19.4,21.0%,43.6%,10.4%,46.4%,45.3%,8.3%,63.7%,36.3%,31.6%,28.4%,77.4%,4.6%,3.1%,12.7%,0.0%,0.2%,2.0%,2.8%,77.9%,0.2%,10.8%,4.6%,22.0%,7.6%,6.7%,22.1%,4.5%,3.4%,36.9%,49.6%,13.5%,42.9%,36.5,56.5,1.3,0.7,0.0,0.3,0.0,4.6,1.0,Nepali
New York,36,4103,Queens County (part),3604103,37149,19.7,6.0,14.1,11.4,20.8%,38.0%,15.7%,51.8%,35.2%,13.0%,56.2%,43.8%,45.3%,32.4%,12.4%,12.9%,1.0%,72.9%,0.0%,0.0%,0.9%,3.5%,79.3%,0.0%,4.7%,2.2%,20.0%,9.3%,8.1%,14.0%,7.3%,1.6%,26.4%,44.4%,29.2%,43.7%,44.7,6.0,36.3,9.2,0.0,0.0,0.0,3.8,1.0,Polish
New York,36,4104,Queens County (part),3604104,12715,13.3,3.6,22.9,6.4,19.4%,43.8%,7.5%,34.3%,41.3%,24.4%,45.4%,54.6%,35.4%,50.1%,11.3%,32.5%,0.0%,42.4%,0.0%,5.7%,8.1%,5.0%,70.8%,0.0%,3.5%,3.9%,16.4%,13.6%,3.3%,9.1%,5.3%,0.9%,7.5%,47.9%,44.6%,25.0%,66.7,6.7,7.5,16.5,0.0,0.0,0.0,2.6,1.0,Formosan
New York,36,4105,Queens County (part),3604105,24172,14.4,26.7,13.0,20.2,19.2%,31.8%,15.8%,46.9%,37.0%,16.1%,48.3%,51.7%,26.6%,32.4%,9.0%,4.9%,60.7%,17.8%,0.0%,0.0%,7.6%,6.2%,67.4%,0.0%,8.4%,1.8%,16.5%,9.3%,19.6%,6.8%,8.1%,4.5%,19.2%,54.8%,26.1%,8.1%,84.7,3.7,0.6,0.3,0.2,0.0,0.0,10.6,7.5,French Creole
New York,36,4106,Queens County (part),3604106,14340,12.0,9.3,3.6,17.4,24.3%,43.3%,11.4%,44.3%,29.0%,26.7%,52.1%,47.9%,35.5%,21.7%,18.5%,28.6%,22.6%,25.9%,0.0%,0.1%,4.3%,4.3%,77.1%,0.0%,4.2%,3.4%,19.8%,10.6%,19.1%,12.9%,4.0%,6.1%,20.6%,46.2%,33.2%,21.0%,64.6,13.8,7.0,1.8,0.0,0.0,1.0,11.8,1.7,Bengali
New York,36,4107,Queens County (part),3604107,26568,25.2,17.1,5.3,18.8,28.7%,41.5%,5.7%,43.1%,48.4%,8.5%,58.3%,41.7%,30.7%,30.9%,63.5%,5.9%,5.3%,23.6%,0.0%,0.0%,1.7%,1.3%,85.9%,0.0%,12.2%,4.2%,19.7%,12.3%,5.7%,14.9%,9.1%,0.9%,26.8%,55.9%,17.3%,44.4%,36.4,49.1,5.3,0.3,0.0,2.6,0.0,6.3,2.3,Nepali
New York,36,4108,Queens County (part),3604108,10035,11.3,14.4,12.9,16.9,20.8%,40.3%,9.2%,34.6%,36.1%,29.3%,53.5%,46.5%,30.2%,23.2%,5.8%,61.9%,0.0%,29.3%,0.0%,0.0%,3.0%,2.0%,74.9%,0.0%,2.1%,1.2%,6.8%,18.7%,22.8%,16.1%,1.0%,4.9%,5.6%,48.9%,45.5%,19.2%,64.7,1.9,7.9,0.0,0.0,0.0,14.9,10.7,2.6,Other languages
New York,36,4109,Queens County (part),3604109,21819,20.5,11.0,3.6,17.2,36.8%,35.8%,6.6%,35.6%,46.1%,18.2%,59.1%,40.9%,31.0%,16.7%,38.5%,25.4%,2.1%,32.3%,0.0%,0.0%,1.7%,3.4%,79.9%,0.0%,6.9%,2.2%,25.5%,11.3%,9.5%,23.6%,4.7%,3.7%,13.3%,57.9%,28.7%,22.9%,60.0,17.9,4.1,4.5,0.0,0.5,0.0,13.0,3.3,Bengali
New York,36,4110,Queens County (part),3604110,24532,16.9,6.9,7.4,18.5,25.4%,35.8%,12.9%,38.2%,44.5%,17.2%,54.3%,45.7%,31.8%,33.1%,40.6%,50.9%,1.5%,6.9%,0.0%,0.0%,0.2%,3.5%,70.3%,0.0%,10.1%,2.5%,20.6%,14.1%,8.5%,12.4%,4.6%,1.4%,18.3%,60.0%,21.7%,19.7%,73.4,14.4,3.4,0.0,0.0,0.0,0.2,8.6,6.7,Polish
New York,36,4111,Queens County (part),3604111,18773,14.0,11.7,6.0,21.0,21.7%,37.1%,14.2%,39.7%,46.4%,13.9%,51.4%,48.6%,38.1%,27.2%,47.0%,12.5%,9.1%,26.5%,0.0%,0.4%,4.4%,5.0%,80.3%,0.3%,12.9%,2.5%,23.4%,10.3%,9.8%,6.9%,7.7%,4.7%,18.5%,67.1%,14.5%,16.0%,65.2,21.8,1.3,0.3,0.0,0.0,0.0,11.4,5.0,Panjabi
New York,36,4112,Queens County (part),3604112,28658,14.7,18.0,11.1,21.0,24.0%,33.1%,10.8%,50.4%,38.6%,11.0%,53.8%,46.2%,27.3%,35.4%,20.4%,1.1%,58.9%,14.2%,0.0%,0.4%,5.0%,6.6%,72.7%,0.0%,4.1%,2.7%,24.1%,11.7%,17.0%,10.6%,5.7%,2.0%,19.3%,61.7%,18.9%,9.5%,85.2,9.1,0.0,0.0,0.0,0.5,0.0,5.3,3.6,Bengali
New York,36,4113,Queens County (part),3604113,17271,15.7,9.3,8.9,11.9,22.2%,47.0%,10.0%,44.8%,37.8%,17.4%,46.5%,53.5%,40.2%,34.8%,27.3%,14.4%,16.8%,24.8%,0.0%,0.0%,16.6%,6.7%,77.2%,0.0%,6.7%,4.7%,18.3%,9.7%,15.6%,9.3%,2.3%,7.8%,19.7%,60.2%,20.1%,10.1%,81.6,13.7,0.0,0.0,0.0,0.0,0.0,4.7,2.3,Bengali
New York,36,4114,Queens County (part),3604114,12708,14.5,17.2,14.4,20.4,26.9%,30.6%,7.7%,52.9%,43.2%,3.9%,58.8%,41.2%,26.1%,37.4%,36.4%,27.4%,31.9%,3.3%,0.0%,0.0%,1.0%,1.9%,83.4%,0.0%,12.6%,0.0%,10.0%,13.0%,9.0%,14.2%,6.6%,1.6%,30.6%,60.8%,8.6%,16.3%,85.6,12.8,0.0,0.0,0.0,0.0,0.0,1.6,1.2,Hungarian
New York,36,4201,Nassau County (part),3604201,5678,6.4,9.2,10.0,35.0,4.8%,42.4%,7.9%,44.1%,45.2%,10.7%,44.5%,55.5%,36.0%,49.5%,38.1%,30.8%,3.5%,26.2%,0.0%,0.0%,1.3%,5.1%,73.7%,0.0%,0.0%,1.8%,29.3%,15.4%,15.1%,8.5%,8.3%,0.0%,30.7%,44.9%,24.4%,23.5%,63.8,19.0,3.0,3.4,0.0,1.3,0.0,9.5,3.2,Japanese
New York,36,4202,Nassau County (part),3604202,7040,7.7,11.0,6.2,28.0,13.5%,42.6%,9.7%,40.3%,41.3%,18.5%,54.7%,45.3%,34.9%,26.3%,28.8%,41.7%,8.6%,18.3%,0.0%,0.0%,2.6%,2.5%,86.9%,0.2%,7.1%,9.0%,7.0%,22.8%,4.4%,13.8%,16.8%,4.1%,9.5%,66.3%,24.1%,16.5%,69.3,12.5,2.0,14.3,0.0,0.0,0.8,1.1,0.9,Arabic
New York,36,4203,Nassau County (part),3604203,6983,8.0,7.6,9.1,8.6,34.2%,37.4%,10.7%,46.3%,38.7%,15.0%,59.7%,40.3%,50.0%,33.2%,7.4%,40.4%,3.2%,48.9%,0.0%,0.0%,0.0%,0.0%,65.7%,0.0%,5.0%,7.5%,29.2%,11.1%,7.3%,3.8%,5.4%,1.4%,12.4%,49.8%,37.7%,37.3%,59.5,1.1,0.0,4.0,0.0,0.0,0.0,35.4,32.2,Panjabi
New York,36,4204,Nassau County (part),3604204,11507,12.4,1.9,16.4,13.7,27.1%,25.5%,17.3%,54.6%,31.9%,13.5%,53.9%,46.1%,22.3%,36.2%,31.5%,24.6%,9.1%,7.5%,0.0%,0.0%,27.3%,2.2%,68.7%,0.0%,8.3%,4.0%,18.1%,12.7%,7.2%,7.5%,4.9%,2.8%,26.5%,47.2%,26.3%,5.2%,66.3,27.9,1.7,0.0,0.0,1.8,0.0,2.3,2.0,Malayalam
New York,36,4205,Nassau County (part),3604205,7071,6.7,6.0,15.7,11.1,32.8%,24.0%,16.3%,37.0%,44.5%,18.6%,51.9%,48.1%,24.9%,32.3%,23.2%,41.2%,10.9%,19.4%,0.0%,0.0%,5.3%,0.8%,76.5%,0.0%,10.4%,1.5%,14.8%,20.4%,7.1%,8.5%,9.7%,2.0%,6.4%,50.7%,42.9%,14.8%,79.3,10.9,0.5,0.0,0.0,0.0,0.0,9.3,2.0,Bengali
New York,36,4206,Nassau County (part),3604206,18076,15.5,18.1,14.5,14.4,21.9%,40.5%,8.7%,48.7%,33.9%,17.4%,55.9%,44.1%,23.3%,31.2%,54.3%,5.1%,32.7%,3.7%,0.0%,0.0%,4.3%,3.2%,73.8%,0.0%,8.5%,9.3%,17.7%,13.5%,12.6%,7.3%,6.1%,4.6%,27.2%,53.9%,18.9%,23.0%,62.8,34.8,0.0,0.0,0.0,1.8,0.0,0.6,0.0,**
New York,36,4207,Nassau County (part),3604207,8806,9.0,5.7,4.3,23.3,21.9%,41.1%,9.3%,45.7%,29.9%,24.4%,67.6%,32.4%,22.6%,28.6%,19.1%,56.9%,17.1%,5.9%,0.0%,0.9%,0.0%,2.7%,59.6%,0.0%,7.7%,0.0%,11.3%,23.5%,10.5%,10.9%,3.7%,5.8%,16.9%,69.8%,13.3%,6.0%,85.1,8.5,0.0,0.0,0.0,0.0,1.8,4.6,2.1,Urdu
New York,36,4208,Nassau County (part),3604208,5907,7.1,4.9,13.1,7.8,31.2%,40.0%,8.0%,27.0%,55.3%,17.7%,61.0%,39.0%,32.4%,39.1%,43.8%,53.2%,0.0%,3.0%,0.0%,0.0%,0.0%,0.8%,83.5%,1.4%,13.4%,7.1%,8.9%,8.9%,18.7%,9.2%,3.0%,13.8%,5.9%,57.1%,37.0%,0.0%,77.6,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
New York,36,4209,Nassau County (part),3604209,4954,5.7,1.1,3.8,29.3,24.7%,39.1%,3.0%,46.7%,38.9%,14.4%,64.4%,35.6%,31.3%,16.8%,6.1%,87.4%,0.0%,5.7%,0.0%,0.0%,0.7%,3.4%,62.8%,0.0%,3.1%,1.8%,24.3%,12.2%,8.2%,13.7%,0.0%,2.6%,1.0%,59.2%,39.7%,8.6%,75.2,8.1,0.0,0.0,0.0,0.0,0.0,16.8,15.2,Arabic
New York,36,4210,Nassau County (part),3604210,8829,11.0,9.3,18.2,16.2,11.6%,48.1%,5.9%,61.0%,14.9%,24.1%,52.0%,48.0%,22.0%,28.1%,43.8%,32.2%,17.5%,0.6%,0.0%,0.0%,5.9%,2.7%,73.7%,1.9%,12.4%,1.3%,6.8%,13.2%,9.0%,12.6%,12.7%,3.1%,3.1%,76.1%,20.8%,23.0%,65.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,French Creole
New York,36,4211,Nassau County (part),3604211,10574,11.8,9.6,4.2,9.3,35.9%,31.1%,19.5%,49.9%,28.3%,21.8%,64.8%,35.2%,49.8%,26.5%,37.7%,35.6%,18.6%,6.6%,0.0%,1.4%,0.0%,0.7%,68.2%,0.0%,5.4%,2.2%,26.4%,13.1%,13.4%,13.4%,6.7%,1.3%,12.4%,57.6%,30.0%,27.2%,56.5,27.2,1.2,0.0,0.2,0.6,0.0,14.3,6.8,French Creole
New York,36,4212,Nassau County (part),3604212,7890,9.0,3.8,14.0,22.3,26.3%,24.6%,12.8%,25.4%,43.0%,31.6%,57.3%,42.7%,13.0%,26.0%,35.1%,39.0%,19.7%,6.3%,0.0%,0.0%,0.0%,1.1%,87.2%,0.0%,3.3%,2.8%,9.9%,15.9%,13.5%,13.2%,12.2%,4.8%,8.8%,53.4%,37.8%,15.6%,86.8,10.4,0.0,0.0,0.0,0.0,0.0,2.8,1.2,Urdu
New York,36,4301,Suffolk County (part),3604301,11256,6.6,4.4,17.5,13.4,24.8%,40.9%,3.5%,32.6%,57.8%,9.6%,53.4%,46.6%,24.8%,46.9%,18.1%,70.3%,1.9%,6.6%,0.0%,0.4%,2.7%,1.4%,82.5%,0.8%,9.3%,2.2%,14.7%,17.0%,8.4%,9.9%,7.5%,4.1%,11.9%,55.6%,32.5%,22.1%,73.2,17.2,0.0,0.4,0.0,0.0,0.0,9.2,5.3,Turkish
New York,36,4302,Suffolk County (part),3604302,3617,3.7,0.0,5.8,9.6,21.7%,54.0%,8.8%,62.1%,20.7%,17.3%,58.9%,41.1%,22.5%,12.7%,4.6%,88.5%,0.0%,6.9%,0.0%,0.0%,0.0%,15.5%,64.3%,0.0%,19.9%,0.0%,30.4%,13.8%,12.3%,6.0%,4.7%,4.4%,0.6%,75.6%,23.8%,0.6%,97.4,0.6,0.0,0.0,0.0,0.0,0.0,2.1,2.1,Greek
New York,36,4303,Suffolk County (part),3604303,3546,3.6,9.1,7.4,12.6,16.2%,38.8%,25.1%,55.9%,34.7%,9.4%,47.0%,53.0%,28.3%,19.1%,7.1%,87.1%,3.1%,2.8%,0.0%,0.0%,0.0%,8.9%,83.6%,0.0%,15.0%,0.0%,20.4%,28.6%,23.3%,0.0%,0.0%,0.0%,16.2%,50.6%,33.3%,0.0%,97.9,0.0,0.0,0.0,0.0,0.8,0.0,1.3,0.7,Sinhalese
New York,36,4304,Suffolk County (part),3604304,16793,16.3,4.8,5.7,12.1,30.1%,42.4%,9.7%,49.2%,37.7%,13.1%,66.1%,33.9%,39.4%,22.9%,34.1%,52.2%,8.5%,0.0%,1.7%,1.7%,1.9%,3.9%,77.4%,0.5%,27.4%,0.7%,9.0%,11.3%,7.8%,16.8%,5.1%,6.5%,16.6%,65.0%,18.4%,11.9%,81.9,11.3,0.0,0.0,0.0,0.0,0.0,6.8,4.3,South/Central American Indian languages
New York,36,4305,Suffolk County (part),3604305,13792,11.6,12.8,24.3,17.3,26.1%,25.8%,6.5%,32.9%,47.2%,19.8%,57.1%,42.9%,30.3%,52.4%,42.7%,47.9%,4.9%,1.9%,0.0%,1.8%,0.7%,6.1%,84.7%,0.0%,7.7%,5.6%,3.2%,6.1%,18.9%,13.3%,17.3%,1.3%,13.4%,79.3%,7.3%,16.2%,86.9,12.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,**
New York,36,4306,Suffolk County (part),3604306,13093,12.9,7.4,15.6,11.0,11.4%,51.3%,10.7%,37.8%,43.5%,18.6%,56.7%,43.2%,29.3%,35.8%,29.8%,61.3%,5.6%,2.6%,0.0%,0.0%,0.6%,5.1%,73.0%,0.6%,7.4%,6.4%,14.7%,10.8%,9.3%,20.6%,2.8%,0.7%,11.3%,77.7%,11.1%,2.9%,80.4,14.4,0.0,0.0,0.0,0.0,0.0,5.2,2.5,Turkish
New York,36,4307,Suffolk County (part),3604307,8880,9.1,4.5,16.9,21.5,23.0%,29.3%,9.2%,42.6%,45.2%,12.2%,58.3%,41.7%,30.7%,41.0%,33.2%,52.5%,9.5%,4.0%,0.0%,0.0%,0.8%,2.5%,77.3%,0.0%,16.0%,5.5%,24.4%,8.1%,10.3%,7.5%,4.6%,2.0%,10.1%,75.3%,14.6%,13.1%,86.0,8.6,0.0,0.0,0.0,0.0,0.0,5.4,2.8,Turkish
New York,36,4308,Suffolk County (part),3604308,8547,9.2,8.1,16.6,16.1,22.9%,35.9%,8.4%,26.7%,57.7%,15.5%,50.1%,49.9%,20.5%,32.0%,13.6%,72.2%,10.4%,3.9%,0.0%,0.0%,0.0%,4.6%,81.0%,0.0%,4.7%,2.0%,10.6%,18.4%,22.2%,8.9%,6.5%,3.8%,3.3%,70.2%,26.5%,2.7%,93.4,3.7,0.0,0.0,0.7,0.3,0.0,2.0,2.0,Hindi
New York,36,4309,Suffolk County (part),3604309,18464,18.0,14.6,8.4,21.5,24.1%,34.8%,11.2%,37.4%,47.5%,15.1%,53.8%,46.2%,27.1%,30.9%,78.2%,5.9%,11.7%,3.3%,0.0%,0.0%,0.8%,2.2%,79.7%,0.8%,9.9%,15.4%,18.1%,9.2%,9.6%,9.1%,1.5%,2.1%,36.2%,53.7%,10.1%,29.2%,49.8,45.4,0.0,0.0,0.0,0.0,0.0,4.8,3.9,French Creole
New York,36,4310,Suffolk County (part),3604310,6740,7.3,25.5,6.0,9.3,32.2%,40.6%,11.9%,35.5%,54.0%,10.5%,52.9%,47.1%,28.5%,34.2%,33.9%,48.5%,12.0%,5.5%,0.0%,0.0%,0.0%,6.2%,79.5%,0.0%,8.0%,17.3%,8.6%,29.6%,16.0%,8.4%,0.9%,2.1%,16.8%,62.7%,20.5%,2.0%,88.2,9.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,Polish
New York,36,4311,Suffolk County (part),3604311,8947,10.3,0.8,17.3,8.5,25.1%,40.4%,8.7%,29.3%,63.7%,7.0%,54.1%,45.9%,44.1%,51.4%,33.2%,53.0%,4.1%,9.7%,0.0%,0.0%,0.0%,7.7%,92.4%,0.0%,2.7%,3.8%,11.1%,13.2%,16.2%,5.1%,22.3%,0.0%,20.5%,52.7%,26.8%,27.8%,66.5,20.4,0.0,0.0,9.7,0.0,0.9,2.6,1.1,French Creole
New York,36,4312,Suffolk County (part),3604312,12824,13.3,16.0,15.6,17.9,21.0%,30.8%,14.6%,34.3%,49.1%,16.6%,61.7%,38.3%,22.1%,28.5%,31.0%,26.8%,35.4%,4.6%,0.0%,0.0%,2.1%,0.8%,74.0%,0.0%,11.9%,7.0%,14.4%,16.7%,5.8%,16.5%,2.6%,0.8%,20.3%,67.8%,12.0%,23.5%,65.3,28.6,0.0,0.0,0.0,0.0,0.0,6.1,2.6,Ukrainian
North Carolina,37,100,"Haywood County, Jackson County, Macon County, Cherokee County, Swain County, Clay County, Graham County",3700100,36832,24.6,29.1,12.1,12.3,19.3%,40.6%,15.8%,50.0%,38.7%,11.3%,55.8%,44.2%,41.9%,31.8%,5.1%,83.8%,0.5%,0.0%,0.0%,8.7%,1.9%,15.7%,73.3%,1.4%,12.4%,6.0%,13.7%,10.1%,8.0%,14.4%,5.6%,4.6%,23.8%,66.4%,9.8%,1.4%,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
North Carolina,37,201,Buncombe County (part),3700201,22231,19.7,21.5,15.2,13.3,19.2%,40.0%,12.2%,41.4%,51.9%,6.7%,56.0%,44.0%,35.7%,41.4%,4.9%,88.5%,3.7%,2.0%,0.0%,0.4%,0.6%,5.2%,83.0%,0.6%,8.6%,6.4%,16.7%,11.5%,15.5%,9.0%,9.0%,2.0%,15.2%,68.6%,16.3%,4.1%,98.7,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Laotian
North Carolina,37,202,Buncombe County (part),3700202,19896,19.2,24.7,6.4,16.3,26.9%,36.5%,13.9%,53.2%,40.6%,6.2%,52.1%,47.9%,18.9%,17.5%,5.9%,74.0%,16.3%,0.0%,0.0%,2.4%,1.4%,13.5%,74.3%,0.0%,6.9%,4.5%,8.5%,22.7%,17.9%,15.7%,6.4%,2.0%,10.5%,70.1%,19.4%,3.3%,95.2,3.5,0.0,0.0,0.0,0.0,1.3,0.0,0.0,**
North Carolina,37,300,"Henderson County, Transylvania County",3700300,17839,17.1,21.2,15.1,12.1,24.6%,36.1%,12.1%,48.4%,40.9%,10.7%,51.2%,48.8%,38.2%,43.7%,15.5%,81.5%,2.7%,0.4%,0.0%,0.0%,0.0%,7.1%,83.8%,1.3%,13.1%,4.7%,9.4%,15.7%,11.0%,17.4%,4.7%,1.1%,17.9%,68.6%,13.5%,2.8%,94.9,4.7,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
North Carolina,37,400,"Cleveland County, Rutherford County, McDowell County, Polk County",3700400,34236,18.2,31.8,14.4,13.9,17.9%,38.5%,15.2%,62.2%,34.5%,3.3%,50.8%,49.2%,31.8%,31.0%,5.5%,70.8%,21.9%,0.5%,0.0%,0.1%,1.1%,14.1%,72.4%,1.7%,9.6%,11.7%,15.4%,8.8%,9.4%,9.6%,4.7%,3.2%,20.7%,72.1%,7.1%,2.2%,97.9,1.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,**
North Carolina,37,500,"Watauga County, Ashe County, Yancey County, Avery County, Mitchell County",3700500,17626,16.9,22.3,7.1,17.3,18.8%,42.5%,14.4%,56.6%,35.6%,7.8%,50.2%,49.8%,45.1%,39.1%,4.7%,92.7%,0.3%,1.4%,0.0%,0.0%,1.0%,9.1%,85.3%,1.2%,16.6%,6.8%,12.0%,6.6%,11.1%,20.4%,11.6%,1.3%,19.9%,73.7%,6.4%,1.7%,96.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
North Carolina,37,600,"Surry County, Wilkes County, Alleghany County",3700600,25392,20.7,32.6,9.3,20.1,17.1%,41.2%,12.3%,67.6%,30.4%,2.0%,50.3%,49.7%,37.2%,37.5%,8.1%,84.5%,4.5%,1.2%,0.0%,0.3%,1.4%,14.8%,73.6%,2.8%,13.4%,8.7%,12.7%,8.8%,15.4%,9.0%,5.4%,3.1%,27.4%,67.9%,4.7%,1.9%,97.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
